t,accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeZ,label,dt,dt_seconds,session_break,session_id
0 days 00:14:20.458720972,1.2099999,9.714999500000001,-2.0399999999999996,0.0249999985,0.0649999985,0.019999999999999997,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.478720972,1.2099999,9.75,-2.07,0.0,0.049999997000000004,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.498720972,1.18,9.7699995,-2.12,0.01,0.03,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.518720972,1.11,9.7699995,-2.1499999,0.0,0.01,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.538720972,1.04,9.79,-2.11,0.0,0.01,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.558720972,1.04,9.79,-2.11,0.0,0.01,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.578720972,1.0,9.7699995,-2.1499999,0.0,0.02,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.598720972,1.04,9.79,-2.1599998,0.0,0.02,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.618720972,1.04,9.79,-2.1599998,0.005,0.039999999999999994,0.005,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.638720972,1.04,9.79,-2.1599998,0.01,0.06,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.658720972,1.1600000000000001,9.77999975,-2.085,0.005,0.065,0.015,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.678720972,1.23,9.79,-2.06,0.01,0.049999997000000004,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.698720972,1.2349999999999999,9.805,-2.05,0.01,0.049999997000000004,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.718720972,1.24,9.82,-2.04,0.01,0.049999997000000004,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.738720972,1.1899999,9.7699995,-2.05,0.01,0.03,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.758720972,1.27,9.76,-2.03,0.0,0.03,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.778720972,1.27,9.76,-2.03,0.0,0.01,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.798720972,1.3199999,9.719999,-2.03,0.0,-0.01,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.818720972,1.30999995,9.7349995,-2.025,0.0,-0.01,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.838720972,1.3,9.75,-2.02,0.0,-0.01,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.858720972,1.28,9.79,-1.9699999,0.0,-0.02,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.878720972,1.23,9.929999,-1.9100000000000001,0.0,-0.02,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.898720972,1.23,9.849999,-1.9399999,0.04,-0.01,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.918720972,1.23,9.849999,-1.9399999,0.04,-0.01,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.938720972,1.23,9.849999,-1.9399999,0.04,-0.01,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.958720972,1.2099999,9.7699995,-1.99,0.04,-0.01,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.978720972,1.2099999,9.7699995,-1.99,0.06,-0.01,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:20.998720972,1.24,9.7699995,-1.9599999,0.04,-0.02,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.018720972,1.24,9.7699995,-1.9599999,0.03,-0.025,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.038720972,1.24,9.7699995,-1.9599999,0.02,-0.03,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.058720972,1.3199999,9.809999,-1.9,0.02,-0.04,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.078720972,1.3299999,9.84,-1.88,0.02,-0.04,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.098720972,1.3299999,9.84,-1.88,0.02,-0.07,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.118720972,1.32999995,9.83749975,-1.89,0.02,-0.07,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.138720972,1.33,9.8349995,-1.9,0.02,-0.07,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.158720972,1.31,9.82,-1.92,0.03,-0.07,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.178720972,1.27,9.814999499999999,-1.9,0.03,-0.07,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.198720972,1.23,9.809999,-1.88,0.03,-0.07,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.218720972,1.23,9.809999,-1.88,0.02,-0.07,0.0449999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.238720972,1.23,9.809999,-1.88,0.01,-0.07,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.258720972,1.25,9.84,-1.8399999,0.01,-0.07,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.278720972,1.26,9.8,-1.8900000000000001,0.0,-0.08,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.298720972,1.23,9.79,-1.8900000000000001,0.0,-0.07,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.318720972,1.21499995,9.77999975,-1.9000000000000001,-0.0025,-0.06499999925000001,0.04249999925,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.338720972,1.1999999,9.7699995,-1.9100000000000001,-0.005,-0.059999998500000006,0.0449999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.358720972,1.17,9.7699995,-1.9,-0.01,-0.049999997000000004,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.378720972,1.21,9.78499975,-1.88,-0.005,-0.0399999985,0.0449999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.398720972,1.25,9.8,-1.8599999999999999,0.0,-0.03,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.418720972,1.34999995,9.82,-1.84999995,0.0,-0.03,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.438720972,1.4499999,9.84,-1.8399999,0.0,-0.03,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.458720972,1.3749999499999999,9.83,-1.86499995,0.005,-0.0399999985,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.478720972,1.3,9.82,-1.8900000000000001,0.01,-0.049999997000000004,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.498720972,1.24,9.83,-1.8299999,0.01,-0.049999997000000004,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.518720972,1.24,9.83,-1.8299999,0.02,-0.06,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.538720972,1.27,9.8,-1.92,0.04,-0.089999996,0.09999999400000001,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.558720972,1.13,9.849999,-1.9799999,0.04,-0.08,0.089999996,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.578720972,1.13,9.849999,-1.9799999,0.04,-0.06,0.0699999965,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.598720972,1.13,9.849999,-1.9799999,0.04,-0.04,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.618720972,1.24,9.82,-1.88,0.04,-0.04,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.638720972,1.24,9.82,-1.88,0.03,0.0,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.658720972,1.3,9.82,-1.8199999,0.04,0.01,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.678720972,1.38,9.78,-1.8399999,0.04,0.0,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.698720972,1.385,9.77499975,-1.85499995,0.05,0.0,0.005,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.718720972,1.3900000000000001,9.7699995,-1.87,0.06,0.0,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.738720972,1.35,9.83,-1.8,0.06,0.0,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.758720972,1.35,9.83,-1.8,0.02,-0.02,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.778720972,1.28,9.84,-1.74,0.02,-0.02,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.798720972,1.28,9.815,-1.75,0.015,-0.02,0.025,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.818720972,1.28,9.79,-1.76,0.01,-0.02,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.838720972,1.1899999,9.809999,-1.79,0.01,-0.02,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.858720972,1.1400000000000001,9.84,-1.79,0.0,-0.01,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.878720972,1.1400000000000001,9.84,-1.79,0.0,-0.005,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.898720972,1.1400000000000001,9.84,-1.79,0.0,0.0,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.918720972,1.12,9.82,-1.8299999,0.0,0.0,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.938720972,1.12,9.82,-1.8299999,0.0,0.01,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.958720972,1.1400000000000001,9.809999,-1.8599999999999999,0.0,0.03,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.978720972,1.1400000000000001,9.809999,-1.8599999999999999,0.0,0.049999997000000004,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:21.998720972,1.2099999,9.79,-1.8399999,0.01,0.06,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.018720972,1.2699999,9.799999499999998,-1.8449999,0.01,0.06,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.038720972,1.3299999,9.809999,-1.8499998999999998,0.01,0.06,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.058720972,1.28,9.7699995,-1.8399999,0.01,0.06,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.078720972,1.4599999,9.849999,-1.8,0.02,0.07,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.098720972,1.56,9.889999,-1.74,0.02,0.07,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.118720972,1.56,9.889999,-1.74,0.049999997000000004,0.01,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.138720972,1.5425,9.89749925,-1.732499975,0.057499997750000004,1.734723475976807e-18,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.158720972,1.525,9.9049995,-1.72499995,0.0649999985,-0.009999999999999998,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.178720972,1.49,9.88,-1.73,0.089999996,-0.049999997000000004,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.198720972,1.4,9.86,-1.79,0.089999996,-0.049999997000000004,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.218720972,1.27,9.809999,-1.8,0.08,-0.07,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.238720972,1.23499995,9.7949995,-1.82499995,0.084999998,-0.07500000000000001,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.258720972,1.1999999,9.78,-1.8499998999999998,0.089999996,-0.08,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.278720972,1.17,9.75,-1.9100000000000001,0.089999996,-0.08,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.298720972,1.17,9.75,-1.9100000000000001,0.07,-0.08,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.318720972,1.1899999,9.7699995,-1.8900000000000001,0.07,-0.08,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.338720972,1.20999995,9.789999250000001,-1.885,0.059999998500000006,-0.07,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.358720972,1.23,9.809999,-1.88,0.049999997000000004,-0.06,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.378720972,1.26,9.809999,-1.92,0.04,-0.06,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.398720972,1.26,9.809999,-1.92,0.02,-0.04,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.418720972,1.29,9.8,-1.8900000000000001,0.02,-0.03,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.438720972,1.304999975,9.8,-1.877499975,0.02,-0.03,0.037500000000000006,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.458720972,1.3199999500000001,9.8,-1.8649999499999999,0.02,-0.03,0.035,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.478720972,1.304999975,9.780000000000001,-1.884999975,0.02,-0.035,0.0325,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.498720972,1.29,9.76,-1.905,0.02,-0.04,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.518720972,1.23,9.7575,-1.875,0.01,-0.04,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.538720972,1.17,9.754999999999999,-1.8450000000000002,0.0,-0.04,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.558720972,1.18,9.78,-1.8,-0.01,-0.02,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.578720972,1.2099999,9.82,-1.88,0.0,0.0,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.598720972,1.2099999,9.82,-1.88,-0.005,0.0,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.618720972,1.2099999,9.82,-1.88,-0.01,0.0,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.638720972,1.25,9.809999,-1.8599999999999999,-0.01,0.0,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.658720972,1.3599999999999999,9.87,-1.75,-0.02,0.0,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.678720972,1.3599999999999999,9.9,-1.74,-0.01,0.0,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.698720972,1.37,9.95,-1.73,-0.01,0.0,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.718720972,1.37,9.95,-1.73,0.03,-0.02,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.738720972,1.3399999,9.84,-1.73,0.03,-0.02,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.758720972,1.25,9.849999,-1.8,0.07,-0.01,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.778720972,1.25,9.849999,-1.8,0.11,-0.02,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.798720972,1.28,9.849999,-1.8199999,0.12,-0.01,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.818720972,1.28,9.849999,-1.8199999,0.13,-0.005,0.0549999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.838720972,1.28,9.849999,-1.8199999,0.14,0.0,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.858720972,1.29,9.78,-1.8900000000000001,0.14,0.0,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.878720972,1.30999995,9.7499995,-1.895,0.08499999700000001,0.0,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.898720972,1.344999975,9.75499975,-1.8925,0.0624999985,0.0,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.918720972,1.38,9.76,-1.8900000000000001,0.04,0.0,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.938720972,1.43,9.74,-1.87,0.04,0.0,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.958720972,1.4449999999999998,9.752500000000001,-1.857499975,0.025,-0.015,0.045,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.978720972,1.46,9.765,-1.84499995,0.01,-0.03,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:22.998720972,1.54,9.849999,-1.76,0.02,-0.03,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.018720972,1.5325,9.859999,-1.7499999750000002,0.025,-0.0399999985,0.065,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.038720972,1.525,9.869999,-1.73999995,0.03,-0.049999997000000004,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.058720972,1.5025,9.874999500000001,-1.754999975,0.03,-0.059999998500000006,0.065,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.078720972,1.48,9.88,-1.77,0.03,-0.07,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.098720972,1.4100000000000001,9.809999,-1.88,0.03,-0.07,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.118720972,1.3299999,9.7699995,-1.8499998999999998,0.04,-0.09999999400000001,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.138720972,1.3299999,9.7699995,-1.8499998999999998,0.04,-0.13,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.158720972,1.28999995,9.77999975,-1.8449999,0.025,-0.135,0.065,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.178720972,1.25,9.79,-1.8399999,0.01,-0.14,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.198720972,1.3,9.809999,-1.88,0.01,-0.14,0.07,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.218720972,1.3599999999999999,9.849999,-1.8299999,0.0,-0.13,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.238720972,1.38,9.86,-1.81,0.0,-0.13,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.258720972,1.38,9.86,-1.81,0.005,-0.114999997,0.045,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.278720972,1.38,9.86,-1.81,0.01,-0.09999999400000001,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.298720972,1.3199999,9.83,-1.74,0.01,-0.09999999400000001,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.318720972,1.3199999,9.83,-1.74,0.03,-0.07,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.338720972,1.37,9.78,-1.81,0.04,-0.049999997000000004,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.358720972,1.3900000000000001,9.78,-1.81,0.04,-0.049999997000000004,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.378720972,1.3900000000000001,9.78,-1.81,0.04,-0.03,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.398720972,1.405,9.77499975,-1.835,0.035,-0.03,0.035,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.418720972,1.42,9.7699995,-1.8599999999999999,0.03,-0.03,0.04,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.438720972,1.4,9.83,-1.8199999,0.04,-0.02,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.458720972,1.3399999,9.849999,-1.79,0.04,-0.02,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.478720972,1.27,9.849999,-1.79,0.04,-0.02,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.498720972,1.26,9.79,-1.9100000000000001,0.03,0.0,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.518720972,1.2650000000000001,9.794999749999999,-1.9050000000000002,0.045,0.0025,0.015,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.538720972,1.27,9.799999499999998,-1.9000000000000001,0.06,0.005,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.558720972,1.28,9.809999,-1.8900000000000001,0.049999997000000004,0.01,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.578720972,1.18,9.8,-1.9300000000000002,0.049999997000000004,0.01,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.598720972,1.165,9.780000000000001,-1.9349999500000001,0.034999998500000004,0.019999999999999997,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.618720972,1.15,9.76,-1.9399999,0.02,0.03,0.0,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.638720972,1.15,9.76,-1.9399999,0.0,0.06,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.658720972,1.3,9.74,-1.92,0.0,0.06,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.678720972,1.3,9.74,-1.92,0.0,0.04,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.698720972,1.4100000000000001,9.78,-1.8900000000000001,0.0,0.04,0.06,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.718720972,1.4100000000000001,9.78,-1.8900000000000001,0.0,0.03,0.0549999985,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.738720972,1.4100000000000001,9.78,-1.8900000000000001,0.0,0.02,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.758720972,1.4499999,9.87,-1.9100000000000001,0.0,0.0,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.778720972,1.37,9.86,-1.88,0.0,0.0,0.049999997000000004,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.798720972,1.37,9.86,-1.88,0.01,-0.02,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.818720972,1.34,9.84,-1.88,0.015,-0.025,0.025,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.838720972,1.31,9.82,-1.88,0.02,-0.03,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.858720972,1.29,9.76,-1.9399999,0.03,-0.02,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.878720972,1.25,9.7699995,-1.9399999,0.03,-0.02,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.898720972,1.29,9.75,-1.9399999,0.03,-0.02,0.01,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.918720972,1.29,9.75,-1.9399999,0.03,-0.03,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.938720972,1.31,9.76,-1.9300000000000002,0.03,-0.03,0.02,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.958720972,1.32499995,9.780000000000001,-1.915,0.025,-0.0275,0.025,STANDING,0 days 00:00:00.020000,0.02,False,1
0 days 00:14:23.978720972,1.3399999,9.8,-1.9,0.02,-0.025,0.03,STANDING,0 days 00:00:00.020000,0.02,False,1
