accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeZ,timestamp,timestampNanos,label
-0.97999996,-13.549999,-4.13,2.2,-4.0699997,2.02,1770556194017,1104924289041410,WALKING_DOWNSTAIRS
1.41,-11.19,-3.9199998,1.77,-3.1799998,1.23,1770556194037,1104924308857712,WALKING_DOWNSTAIRS
5.06,-8.05,-4.0899997,1.38,-0.79999995,1.4699999,1770556194057,1104924328852503,WALKING_DOWNSTAIRS
5.1099997,-5.52,-4.7,1.28,0.65999997,1.42,1770556194077,1104924348859118,WALKING_DOWNSTAIRS
3.6699998,-4.18,-3.3799999,0.84,1.9499999,1.24,1770556194097,1104924368858441,WALKING_DOWNSTAIRS
2.59,-4.85,0.14,0.13,1.0799999,0.95,1770556194118,1104924389496878,WALKING_DOWNSTAIRS
2.12,-5.83,2.29,0.08,-3.3799999,0.21,1770556194139,1104924411109430,WALKING_DOWNSTAIRS
2.87,-7.7799997,3.35,0.24,-4.48,0.12,1770556194160,1104924431857555,WALKING_DOWNSTAIRS
2.96,-16.109999,4.14,0.34,-4.27,-0.01,1770556194197,1104924468843545,WALKING_DOWNSTAIRS
4.19,-19.73,-3.21,0.39999998,-2.87,-0.61,1770556194217,1104924489349691,WALKING_DOWNSTAIRS
1.22,-12.059999,-1.22,0.06,1.56,-1.0,1770556194257,1104924529059743,WALKING_DOWNSTAIRS
-0.87,-10.37,3.56,0.21,0.89,-0.25,1770556194277,1104924548857295,WALKING_DOWNSTAIRS
3.62,-8.59,2.9399998,-0.29999998,-2.49,0.53999996,1770556194297,1104924568923910,WALKING_DOWNSTAIRS
5.6299996,-8.96,2.96,-0.17,-2.27,0.76,1770556194317,1104924589292920,WALKING_DOWNSTAIRS
7.21,-9.48,3.03,-0.11,-2.1,0.84999996,1770556194337,1104924608986045,WALKING_DOWNSTAIRS
7.4199996,-10.03,2.52,-0.02,-2.19,0.68,1770556194357,1104924628902868,WALKING_DOWNSTAIRS
5.21,-10.28,-3.86,0.42999998,-1.93,0.39,1770556194377,1104924648934743,WALKING_DOWNSTAIRS
3.78,-7.47,-11.139999,1.42,3.0,-0.14999999,1770556194397,1104924668996774,WALKING_DOWNSTAIRS
4.79,-5.0299997,-9.69,0.01,5.79,-0.45999998,1770556194417,1104924689171618,WALKING_DOWNSTAIRS
4.9,-4.7599998,-2.6,-0.59,4.5499997,-0.47,1770556194437,1104924708862503,WALKING_DOWNSTAIRS
4.2599998,-5.3199997,-1.8199999,-1.3299999,0.21,-0.90999997,1770556194457,1104924728924222,WALKING_DOWNSTAIRS
0.21,-6.69,-0.89,-2.22,-1.26,-1.5899999,1770556194477,1104924748884118,WALKING_DOWNSTAIRS
-1.81,-7.54,1.17,-2.4299998,0.06,-2.1,1770556194497,1104924768837555,WALKING_DOWNSTAIRS
-1.5799999,-10.33,4.0699997,-2.1599998,-0.17999999,-2.1499999,1770556194518,1104924789968284,WALKING_DOWNSTAIRS
3.29,-14.7699995,3.81,-1.35,-0.88,-1.56,1770556194557,1104924829053962,WALKING_DOWNSTAIRS
5.37,-13.04,-0.22,-0.59,0.12,-1.11,1770556194577,1104924849144951,WALKING_DOWNSTAIRS
5.3399997,-11.309999,-2.99,0.51,1.22,-1.1,1770556194597,1104924868956774,WALKING_DOWNSTAIRS
3.75,-10.17,-3.98,1.13,1.75,-1.02,1770556194617,1104924889250785,WALKING_DOWNSTAIRS
4.31,-9.82,-3.21,0.87,-0.22,-0.26999998,1770556194637,1104924908872243,WALKING_DOWNSTAIRS
5.24,-8.73,-3.57,1.01,-1.06,0.31,1770556194657,1104924928893128,WALKING_DOWNSTAIRS
2.72,-7.02,-2.44,1.14,-1.3399999,0.62,1770556194677,1104924948892295,WALKING_DOWNSTAIRS
2.95,-8.809999,-1.9399999,1.0799999,-2.01,1.05,1770556194697,1104924968886566,WALKING_DOWNSTAIRS
2.3799999,-9.099999,-0.5,1.23,-3.28,1.91,1770556194717,1104924989204013,WALKING_DOWNSTAIRS
1.2099999,-11.679999,-4.17,1.29,-4.64,2.29,1770556194737,1104925009283023,WALKING_DOWNSTAIRS
7.71,-12.059999,-2.96,0.96999997,-2.34,1.9699999,1770556194777,1104925048914741,WALKING_DOWNSTAIRS
7.1499996,-8.389999,-2.8999999,-0.21,0.59,1.31,1770556194797,1104925069000680,WALKING_DOWNSTAIRS
8.04,-6.3599997,-2.57,-0.28,0.53999996,0.65,1770556194817,1104925089198701,WALKING_DOWNSTAIRS
9.78,-5.92,0.28,-0.099999994,0.82,-0.17999999,1770556194837,1104925108858023,WALKING_DOWNSTAIRS
7.73,-6.1299996,2.18,0.16,2.44,-0.16,1770556194857,1104925129257971,WALKING_DOWNSTAIRS
4.36,-8.55,1.79,0.17,0.68,-0.42999998,1770556194877,1104925149111304,WALKING_DOWNSTAIRS
0.79999995,-12.21,2.72,0.14,-3.1399999,-1.0,1770556194897,1104925169016721,WALKING_DOWNSTAIRS
1.17,-15.349999,1.02,0.41,-3.6899998,-1.3,1770556194917,1104925189354481,WALKING_DOWNSTAIRS
0.04,-16.31,0.32,0.96,-2.62,-1.51,1770556194937,1104925208892033,WALKING_DOWNSTAIRS
-1.27,-17.3,1.17,2.01,-0.21,-1.0799999,1770556194957,1104925229014637,WALKING_DOWNSTAIRS
-2.29,-17.56,2.3999999,1.31,-0.22999999,-0.22,1770556194978,1104925249688908,WALKING_DOWNSTAIRS
0.13,-11.63,2.1599998,0.42,-2.02,0.53999996,1770556195018,1104925289885054,WALKING_DOWNSTAIRS
0.37,-11.33,1.8299999,0.52,-1.81,1.0699999,1770556195057,1104925328933596,WALKING_DOWNSTAIRS
-0.5,-11.679999,-1.38,0.72999996,-2.1299999,1.03,1770556195077,1104925348912242,WALKING_DOWNSTAIRS
-0.35,-10.26,-1.62,1.18,-1.64,0.96,1770556195097,1104925369013960,WALKING_DOWNSTAIRS
2.19,-8.15,-0.89,1.05,-0.78,1.06,1770556195117,1104925389297137,WALKING_DOWNSTAIRS
5.5899997,-7.71,-0.94,0.62,-0.37,1.16,1770556195137,1104925408924117,WALKING_DOWNSTAIRS
6.6099997,-6.8999996,-0.93,0.049999997,0.34,1.31,1770556195158,1104925429487033,WALKING_DOWNSTAIRS
7.75,-6.1,-0.78999996,0.02,0.0,1.23,1770556195198,1104925469472398,WALKING_DOWNSTAIRS
7.64,-6.5,-1.92,0.19,-0.64,0.82,1770556195228,1104925499246669,WALKING_DOWNSTAIRS
6.1299996,-7.23,-4.71,0.29,-1.09,0.65,1770556195248,1104925519963700,WALKING_DOWNSTAIRS
5.65,-8.429999,-2.27,0.59999996,-1.49,0.26,1770556195277,1104925548946512,WALKING_DOWNSTAIRS
5.31,-9.36,-0.42,-0.45999998,-1.7199999,-0.22999999,1770556195299,1104925570553439,WALKING_DOWNSTAIRS
5.6299996,-13.98,0.11,-1.91,-1.8399999,-1.0699999,1770556195320,1104925591660627,WALKING_DOWNSTAIRS
-0.19999999,-16.68,1.12,-2.18,-1.8399999,-1.42,1770556195357,1104925628885054,WALKING_DOWNSTAIRS
-2.1599998,-17.38,5.44,-2.3,-1.56,-2.1399999,1770556195377,1104925649269429,WALKING_DOWNSTAIRS
1.74,-16.949999,2.86,-2.6,1.09,-3.51,1770556195418,1104925689753700,WALKING_DOWNSTAIRS
6.3599997,-12.17,-1.5699999,0.69,0.21,-2.48,1770556195448,1104925719624012,WALKING_DOWNSTAIRS
11.71,-7.41,-1.88,1.52,0.57,-2.02,1770556195477,1104925748999221,WALKING_DOWNSTAIRS
10.7,-7.74,-0.47,1.12,0.84999996,-2.05,1770556195497,1104925768842398,WALKING_DOWNSTAIRS
5.2,-10.75,1.5999999,0.9,-0.26,-2.4099998,1770556195517,1104925789290523,WALKING_DOWNSTAIRS
1.23,-11.13,4.23,1.03,-3.23,-2.86,1770556195537,1104925808830471,WALKING_DOWNSTAIRS
-1.79,-10.25,4.79,1.0,-4.7999997,-2.1599998,1770556195557,1104925828835002,WALKING_DOWNSTAIRS
-2.44,-7.68,3.9499998,1.11,-4.71,-1.54,1770556195577,1104925848830054,WALKING_DOWNSTAIRS
-3.6299999,-5.39,2.0,1.35,-3.8899999,-1.0699999,1770556195597,1104925868836929,WALKING_DOWNSTAIRS
-3.77,-4.91,2.07,1.54,-3.1299999,-0.58,1770556195617,1104925889089898,WALKING_DOWNSTAIRS
-2.95,-6.12,0.13,1.56,-2.97,-0.52,1770556195637,1104925908874950,WALKING_DOWNSTAIRS
-1.66,-7.22,-0.64,1.7199999,-2.32,-0.19,1770556195657,1104925928837866,WALKING_DOWNSTAIRS
1.9599999,-7.93,-1.76,1.73,-2.1499999,0.71999997,1770556195677,1104925948859064,WALKING_DOWNSTAIRS
8.2,-8.97,-6.6099997,1.7099999,-2.19,1.5799999,1770556195697,1104925968819637,WALKING_DOWNSTAIRS
15.44,-11.67,-8.78,1.61,-2.6599998,1.9599999,1770556195717,1104925989390418,WALKING_DOWNSTAIRS
11.509999,-12.57,0.58,0.42999998,-3.6299999,1.29,1770556195737,1104926008838127,WALKING_DOWNSTAIRS
3.27,-7.96,1.81,-0.5,-4.16,0.38,1770556195757,1104926028856512,WALKING_DOWNSTAIRS
-1.3,-4.9,6.0499997,0.02,-1.9799999,-0.97999996,1770556195777,1104926049284377,WALKING_DOWNSTAIRS
0.25,-8.25,1.48,-0.049999997,0.39,-0.96999997,1770556195818,1104926089735835,WALKING_DOWNSTAIRS
13.889999,-19.68,-4.71,0.85999995,0.93,0.51,1770556195857,1104926128825939,WALKING_DOWNSTAIRS
3.12,-10.19,-2.95,1.9599999,2.0,-0.52,1770556195877,1104926148851877,WALKING_DOWNSTAIRS
0.75,-8.09,2.95,0.81,-1.18,-0.77,1770556195897,1104926168846773,WALKING_DOWNSTAIRS
-0.099999994,-6.79,2.3999999,-0.049999997,-3.53,-0.07,1770556195917,1104926189107398,WALKING_DOWNSTAIRS
0.63,-6.8199997,2.33,0.29,-3.6499999,0.71999997,1770556195939,1104926208835106,WALKING_DOWNSTAIRS
1.42,-9.78,2.46,0.42999998,-2.29,0.79999995,1770556195959,1104926229369846,WALKING_DOWNSTAIRS
1.0699999,-13.429999,3.97,0.79999995,-3.83,0.76,1770556195979,1104926249675002,WALKING_DOWNSTAIRS
-1.9,-10.33,-4.83,0.79999995,-3.83,0.76,1770556196017,1104926289083960,WALKING_DOWNSTAIRS
0.83,-8.59,-3.07,2.6,-1.9499999,0.65,1770556196037,1104926308883335,WALKING_DOWNSTAIRS
2.78,-8.51,1.4499999,2.06,-1.05,1.12,1770556196057,1104926328821825,WALKING_DOWNSTAIRS
3.05,-8.679999,2.21,0.66999996,-2.01,1.22,1770556196077,1104926348875471,WALKING_DOWNSTAIRS
2.1499999,-8.66,1.3399999,0.71999997,-1.3,0.9,1770556196097,1104926368872293,WALKING_DOWNSTAIRS
1.3,-8.63,0.29,1.13,-0.61,0.63,1770556196118,1104926389437346,WALKING_DOWNSTAIRS
0.72999996,-8.94,-0.78999996,1.4499999,-0.95,0.79999995,1770556196140,1104926409725106,WALKING_DOWNSTAIRS
1.5799999,-9.36,0.19,1.26,-0.59,0.93,1770556196177,1104926449287346,WALKING_DOWNSTAIRS
2.5,-8.99,0.75,0.71999997,-0.29999998,0.97999996,1770556196197,1104926468858543,WALKING_DOWNSTAIRS
3.3999999,-8.41,0.37,0.37,0.16,0.96999997,1770556196217,1104926489125991,WALKING_DOWNSTAIRS
4.89,-8.74,-0.47,0.5,0.089999996,1.0,1770556196237,1104926508841408,WALKING_DOWNSTAIRS
5.17,-8.98,-1.4499999,0.74,-0.48,1.09,1770556196257,1104926528823283,WALKING_DOWNSTAIRS
3.8,-9.679999,-1.6899999,0.84999996,-0.69,0.96,1770556196277,1104926548892606,WALKING_DOWNSTAIRS
3.02,-9.889999,-1.3399999,0.83,-0.69,0.81,1770556196297,1104926569071148,WALKING_DOWNSTAIRS
3.35,-10.389999,-1.0699999,0.57,-0.71,0.47,1770556196318,1104926589689898,WALKING_DOWNSTAIRS
5.31,-10.849999,-0.53,-0.24,-0.47,0.19999999,1770556196357,1104926628863127,WALKING_DOWNSTAIRS
6.2599998,-12.4,0.17,-0.41,-0.11,-0.14999999,1770556196377,1104926648869898,WALKING_DOWNSTAIRS
5.89,-12.719999,0.37,-0.77,-0.19,-0.48,1770556196397,1104926669350054,WALKING_DOWNSTAIRS
4.7799997,-9.53,-3.9599998,-1.24,-1.3,-1.18,1770556196437,1104926708860939,WALKING_DOWNSTAIRS
3.33,-13.7699995,-0.37,-1.8,-1.04,-2.44,1770556196457,1104926729369220,WALKING_DOWNSTAIRS
-2.05,-19.73,4.69,-2.62,-1.64,-3.6399999,1770556196498,1104926769484741,WALKING_DOWNSTAIRS
-4.61,-19.699999,3.1699998,-1.87,-0.95,-3.79,1770556196522,1104926792604533,WALKING_DOWNSTAIRS
2.34,-9.15,-3.25,-0.53999996,2.3999999,-2.33,1770556196557,1104926829215627,WALKING_DOWNSTAIRS
5.04,-8.16,-0.21,0.089999996,2.77,-1.55,1770556196577,1104926849000731,WALKING_DOWNSTAIRS
9.46,-7.5099998,0.14999999,-0.28,1.5999999,-1.4699999,1770556196597,1104926868918700,WALKING_DOWNSTAIRS
8.84,-7.69,-1.16,-0.089999996,-0.01,-1.63,1770556196618,1104926889962762,WALKING_DOWNSTAIRS
-0.26,-6.5899997,0.37,0.0,-0.55,-2.53,1770556196657,1104926928895627,WALKING_DOWNSTAIRS
-1.3299999,-4.67,0.78999996,0.13,-2.25,-1.1999999,1770556196679,1104926949679533,WALKING_DOWNSTAIRS
-1.18,-3.1299999,0.72999996,0.29999998,-2.1699998,-0.75,1770556196702,1104926969682398,WALKING_DOWNSTAIRS
-1.4499999,-3.1899998,0.79999995,0.62,-1.65,-0.19999999,1770556196738,1104926999768543,WALKING_DOWNSTAIRS
-1.88,-4.5499997,0.91999996,0.76,-1.28,0.12,1770556196758,1104927029471251,WALKING_DOWNSTAIRS
0.04,-5.15,0.63,1.54,-0.63,1.74,1770556196780,1104927050258595,WALKING_DOWNSTAIRS
2.8,-6.0,-1.27,1.64,-0.53999996,1.92,1770556196819,1104927090577084,WALKING_DOWNSTAIRS
5.14,-9.59,-3.4299998,1.4399999,-1.64,1.25,1770556196839,1104927109310522,WALKING_DOWNSTAIRS
5.94,-10.84,-1.9499999,0.94,-1.16,0.96999997,1770556196859,1104927129406564,WALKING_DOWNSTAIRS
5.25,-9.84,-1.4399999,0.55,0.11,0.74,1770556196879,1104927149240939,WALKING_DOWNSTAIRS
3.1799998,-7.98,-2.1,0.55,0.11,0.74,1770556196901,1104927173230730,WALKING_DOWNSTAIRS
1.02,-9.34,-1.74,0.29,0.5,0.62,1770556196937,1104927208888699,WALKING_DOWNSTAIRS
2.6299999,-9.599999,0.099999994,0.089999996,0.52,0.63,1770556196957,1104927228947709,WALKING_DOWNSTAIRS
4.35,-9.11,1.5699999,0.07,0.38,0.75,1770556196977,1104927248906147,WALKING_DOWNSTAIRS
5.14,-8.3,1.54,0.29,0.06,0.82,1770556196999,1104927268897084,WALKING_DOWNSTAIRS
5.5899997,-9.4,0.56,0.95,0.01,0.66999996,1770556197019,1104927289533230,WALKING_DOWNSTAIRS
7.83,-13.91,-6.99,1.6999999,-0.55,0.55,1770556197039,1104927309229689,WALKING_DOWNSTAIRS
5.24,-11.79,-7.08,2.04,-0.01,0.28,1770556197059,1104927329263751,WALKING_DOWNSTAIRS
-0.81,-10.87,3.61,0.16,-0.19,-0.59,1770556197079,1104927349306668,WALKING_DOWNSTAIRS
0.45999998,-17.44,2.76,0.16,-0.19,-0.59,1770556197101,1104927370069949,WALKING_DOWNSTAIRS
2.81,-9.13,0.01,0.42,-1.04,0.5,1770556197137,1104927408936407,WALKING_DOWNSTAIRS
-0.72999996,-8.389999,4.38,-0.01,1.4599999,0.21,1770556197157,1104927428917449,WALKING_DOWNSTAIRS
0.38,-8.66,3.33,-0.28,0.28,-0.07,1770556197177,1104927448979793,WALKING_DOWNSTAIRS
2.46,-9.78,1.9399999,-0.16,-2.71,0.11,1770556197197,1104927469333126,WALKING_DOWNSTAIRS
1.4699999,-10.0,2.1599998,0.62,-1.4699999,0.69,1770556197237,1104927508927709,WALKING_DOWNSTAIRS
1.73,-9.19,1.5999999,0.52,-0.61,0.58,1770556197257,1104927529017970,WALKING_DOWNSTAIRS
2.85,-8.91,1.26,0.44,-0.29,0.56,1770556197278,1104927549482501,WALKING_DOWNSTAIRS
4.04,-8.41,0.22,0.03,0.19999999,0.39,1770556197299,1104927571283334,WALKING_DOWNSTAIRS
3.58,-8.309999,-2.76,-0.07,2.1399999,0.14,1770556197319,1104927591308907,WALKING_DOWNSTAIRS
2.19,-8.8,-6.7599998,0.08,3.48,-0.01,1770556197339,1104927610934272,WALKING_DOWNSTAIRS
2.8799999,-9.21,-3.58,-0.37,1.4499999,0.0,1770556197359,1104927631430470,WALKING_DOWNSTAIRS
3.76,-7.72,-0.75,-0.97999996,-0.72999996,-0.17999999,1770556197380,1104927651446199,WALKING_DOWNSTAIRS
5.04,-5.99,-0.24,-1.17,-0.71,-0.22,1770556197400,1104927671823178,WALKING_DOWNSTAIRS
6.72,-5.44,-4.61,-1.3299999,-0.11,-0.29999998,1770556197437,1104927708950938,WALKING_DOWNSTAIRS
4.75,-7.94,-4.02,-1.52,2.34,-0.96999997,1770556197457,1104927728902813,WALKING_DOWNSTAIRS
3.11,-9.99,-2.86,-1.9699999,2.47,-1.92,1770556197478,1104927749669324,WALKING_DOWNSTAIRS
1.9599999,-11.09,3.33,-2.34,0.76,-3.02,1770556197518,1104927789496876,WALKING_DOWNSTAIRS
2.62,-12.009999,4.17,-1.05,-0.65,-2.04,1770556197540,1104927812261095,WALKING_DOWNSTAIRS
2.6399999,-12.62,4.0899997,-0.089999996,1.05,-2.07,1770556197560,1104927829481511,WALKING_DOWNSTAIRS
1.3399999,-13.94,-0.55,1.0799999,2.1699998,-2.02,1770556197580,1104927851565105,WALKING_DOWNSTAIRS
1.48,-12.25,-5.2,1.48,2.76,-1.1,1770556197600,1104927869842918,WALKING_DOWNSTAIRS
5.52,-9.24,-3.48,1.27,1.03,0.52,1770556197620,1104927892495209,WALKING_DOWNSTAIRS
9.22,-6.04,-3.12,1.27,1.03,0.52,1770556197657,1104927929353438,WALKING_DOWNSTAIRS
6.0699997,-3.97,0.089999996,1.26,-1.99,2.75,1770556197697,1104927968926563,WALKING_DOWNSTAIRS
1.8199999,-3.37,3.09,1.04,-3.1599998,2.9299998,1770556197718,1104927989450626,WALKING_DOWNSTAIRS
1.18,-10.51,-0.089999996,2.34,-4.02,2.46,1770556197757,1104928029274480,WALKING_DOWNSTAIRS
-1.03,-9.08,-3.97,2.61,-2.61,0.91999996,1770556197797,1104928068925470,WALKING_DOWNSTAIRS
3.1599998,-5.43,0.42999998,1.43,1.2099999,1.3399999,1770556197818,1104928090463282,WALKING_DOWNSTAIRS
2.83,-7.0299997,0.42,-0.31,-0.55,0.59999996,1770556197857,1104928129319897,WALKING_DOWNSTAIRS
10.67,-16.109999,-0.22999999,-0.22,-1.15,-0.48,1770556197897,1104928168981199,WALKING_DOWNSTAIRS
8.08,-14.549999,1.9,0.76,4.77,-1.8499999,1770556197918,1104928189652501,WALKING_DOWNSTAIRS
0.22999999,-11.3,1.62,-0.88,1.0799999,-2.2,1770556197958,1104928229290522,WALKING_DOWNSTAIRS
4.0,-12.55,1.41,0.69,-2.73,0.38,1770556197997,1104928268867293,WALKING_DOWNSTAIRS
1.38,-11.88,0.91999996,0.089999996,-2.8899999,0.61,1770556198018,1104928289717501,WALKING_DOWNSTAIRS
2.28,-10.139999,-0.01,-0.22,1.11,0.44,1770556198039,1104928311463386,WALKING_DOWNSTAIRS
5.89,-8.679999,-1.77,-0.19999999,2.01,0.24,1770556198060,1104928329522293,WALKING_DOWNSTAIRS
5.19,-6.45,-6.2999997,-0.65999997,2.9099998,-0.53999996,1770556198097,1104928368949428,WALKING_DOWNSTAIRS
5.19,-6.45,-6.2999997,-1.76,2.98,-1.2099999,1770556198119,1104928390650053,WALKING_DOWNSTAIRS
-0.9,-6.27,-0.44,-2.3999999,1.9399999,-2.07,1770556198157,1104928428955626,WALKING_DOWNSTAIRS
-0.95,-5.08,2.4199998,-3.04,0.22,-2.07,1770556198177,1104928448944272,WALKING_DOWNSTAIRS
1.77,-6.8199997,4.42,-2.82,-0.29999998,-1.5,1770556198197,1104928468879376,WALKING_DOWNSTAIRS
2.9099998,-10.59,3.54,-1.6999999,0.64,-1.1,1770556198218,1104928489455001,WALKING_DOWNSTAIRS
2.6599998,-12.509999,2.61,-0.22,1.48,-0.71999997,1770556198238,1104928499724428,WALKING_DOWNSTAIRS
4.33,-15.589999,-0.96999997,-0.22,1.48,-0.71999997,1770556198258,1104928529018595,WALKING_DOWNSTAIRS
9.76,-10.74,-6.3399997,0.95,2.4299998,0.03,1770556198280,1104928552327136,WALKING_DOWNSTAIRS
6.43,-5.2599998,0.78999996,1.1899999,0.82,0.58,1770556198318,1104928589531928,WALKING_DOWNSTAIRS
3.4299998,-3.77,0.81,0.94,-2.57,1.25,1770556198339,1104928610728490,WALKING_DOWNSTAIRS
0.31,-8.809999,-0.78,1.53,-2.86,1.7199999,1770556198377,1104928648854011,WALKING_DOWNSTAIRS
-1.52,-12.49,-4.13,2.3799999,-3.33,1.8,1770556198397,1104928668898543,WALKING_DOWNSTAIRS
0.79999995,-10.88,-4.11,2.31,-2.1,0.97999996,1770556198417,1104928689111199,WALKING_DOWNSTAIRS
3.51,-7.77,-4.18,2.0,0.29,0.89,1770556198437,1104928708807865,WALKING_DOWNSTAIRS
4.41,-6.0299997,-6.43,1.7199999,1.5799999,0.84999996,1770556198457,1104928729000730,WALKING_DOWNSTAIRS
0.089999996,-9.69,-3.8,0.79999995,1.9599999,0.84999996,1770556198477,1104928749160313,WALKING_DOWNSTAIRS
4.3199997,-9.24,5.22,-0.45999998,1.18,0.22,1770556198517,1104928789387865,WALKING_DOWNSTAIRS
5.23,-13.28,5.73,-0.14,-3.06,0.37,1770556198537,1104928808916563,WALKING_DOWNSTAIRS
8.7,-17.39,4.67,-0.21,-2.21,-0.38,1770556198557,1104928828860001,WALKING_DOWNSTAIRS
12.78,-14.49,-6.04,-0.35,-0.63,-0.39999998,1770556198577,1104928848900834,WALKING_DOWNSTAIRS
1.87,-11.59,-4.61,1.37,5.49,-0.83,1770556198597,1104928868873282,WALKING_DOWNSTAIRS
-2.21,-12.69,2.6799998,1.22,5.16,-1.28,1770556198617,1104928889128855,WALKING_DOWNSTAIRS
-2.21,-12.69,2.6799998,0.29,-1.81,-0.90999997,1770556198637,1104928908880157,WALKING_DOWNSTAIRS
1.4499999,-9.41,1.63,0.29,-1.81,-0.90999997,1770556198657,1104928928890417,WALKING_DOWNSTAIRS
2.84,-10.37,1.24,0.0,-2.25,0.82,1770556198677,1104928948891980,WALKING_DOWNSTAIRS
3.59,-10.0199995,0.74,-0.44,-0.68,0.56,1770556198697,1104928968895574,WALKING_DOWNSTAIRS
4.83,-9.22,-1.18,-0.41,0.44,0.39,1770556198717,1104928989166511,WALKING_DOWNSTAIRS
4.42,-8.48,-3.29,0.06,1.36,0.31,1770556198737,1104929008863334,WALKING_DOWNSTAIRS
4.27,-6.96,-5.2999997,-0.17,2.3999999,-0.049999997,1770556198757,1104929028996720,WALKING_DOWNSTAIRS
5.47,-6.37,-5.66,-0.48999998,2.22,-0.14999999,1770556198777,1104929048844584,WALKING_DOWNSTAIRS
5.41,-6.3999996,-3.47,-1.18,1.87,-0.45,1770556198797,1104929068965417,WALKING_DOWNSTAIRS
5.41,-6.3999996,-3.47,-1.61,1.27,-0.96999997,1770556198817,1104929089386199,WALKING_DOWNSTAIRS
-0.22,-9.55,-0.24,-2.28,1.26,-1.75,1770556198857,1104929128854949,WALKING_DOWNSTAIRS
-0.47,-10.78,3.3799999,-2.54,0.89,-2.0,1770556198877,1104929148948803,WALKING_DOWNSTAIRS
0.85999995,-10.69,4.0099998,-2.59,0.19999999,-2.06,1770556198897,1104929168883751,WALKING_DOWNSTAIRS
1.92,-11.69,3.1499999,-1.5799999,0.17999999,-1.39,1770556198917,1104929189114897,WALKING_DOWNSTAIRS
3.87,-15.5199995,-0.099999994,-0.56,0.9,-0.96999997,1770556198937,1104929209291511,WALKING_DOWNSTAIRS
5.41,-8.01,-1.86,0.65999997,2.07,-0.48999998,1770556198977,1104929248881876,WALKING_DOWNSTAIRS
5.41,-8.01,-1.86,0.79999995,1.16,-0.04,1770556198997,1104929268850053,WALKING_DOWNSTAIRS
6.6099997,-8.83,-2.82,0.79999995,1.16,-0.04,1770556199017,1104929289137709,WALKING_DOWNSTAIRS
5.96,-6.25,-1.43,1.27,-0.17,1.17,1770556199037,1104929308906303,WALKING_DOWNSTAIRS
2.4299998,-3.24,1.5,1.29,-1.5699999,2.0,1770556199057,1104929328906355,WALKING_DOWNSTAIRS
3.47,-8.32,-0.98999995,0.28,-0.19,-0.38,1770556208458,1104938729231924,WALKING
2.28,-7.7999997,-1.73,0.74,0.24,0.08,1770556208479,1104938749609372,WALKING
2.34,-8.12,-1.1899999,0.78,-0.12,0.35,1770556208508,1104938779240466,WALKING
3.51,-8.16,-2.03,0.71999997,-0.48,0.66999996,1770556208531,1104938802114841,WALKING
5.72,-8.92,-3.1399999,0.74,-0.71999997,0.96999997,1770556208561,1104938831364893,WALKING
7.5,-8.929999,-3.27,0.48999998,-1.05,1.1899999,1770556208582,1104938841072862,WALKING
7.94,-8.38,-2.59,0.22999999,-0.59999996,1.09,1770556208619,1104938890364424,WALKING
4.92,-8.7699995,-0.45,-0.32,-0.29999998,-0.38,1770556208648,1104938919391247,WALKING
3.8799999,-8.59,0.53999996,-0.34,-0.32999998,-0.79999995,1770556208669,1104938940232081,WALKING
3.57,-7.98,0.39999998,0.07,-0.31,-0.76,1770556208692,1104938963884893,WALKING
4.3399997,-7.8999996,-1.03,0.07,-0.31,-0.76,1770556208719,1104938990705674,WALKING
7.2799997,-15.339999,-3.0,0.55,-0.13,-0.25,1770556208760,1104939030534060,WALKING
8.19,-16.109999,-3.83,0.42,-0.78,-0.08,1770556208782,1104939041291508,WALKING
1.91,-7.3199997,1.42,-0.12,-1.39,-0.77,1770556208807,1104939077291508,WALKING
-2.6,-6.44,0.47,-0.39999998,-1.4599999,-1.02,1770556208832,1104939099340257,WALKING
0.0,-8.389999,-0.13,-0.35999998,-1.7099999,-0.96999997,1770556208859,1104939130133590,WALKING
3.8,-14.17,1.0799999,0.37,-0.93,0.82,1770556208900,1104939170414997,WALKING
4.43,-14.059999,1.42,0.47,-0.32999998,0.78,1770556208921,1104939179966925,WALKING
3.21,-8.97,-1.28,0.58,0.049999997,0.48999998,1770556208959,1104939230232289,WALKING
1.5899999,-8.889999,1.06,0.52,-0.26999998,0.45999998,1770556208999,1104939270455153,WALKING
1.37,-9.19,1.1999999,0.29999998,-0.58,0.26999998,1770556209020,1104939280105570,WALKING
1.5,-10.49,0.97999996,0.35,-0.35999998,0.35999998,1770556209059,1104939329672810,WALKING
1.29,-10.19,-0.94,0.61,-0.14,0.39999998,1770556209099,1104939370555466,WALKING
2.44,-9.7699995,0.07,0.5,0.31,0.51,1770556209120,1104939390949685,WALKING
3.05,-9.24,1.3299999,0.14,0.45,0.53999996,1770556209160,1104939430081612,WALKING
2.62,-9.28,0.04,0.13,0.56,0.45999998,1770556209200,1104939470252549,WALKING
3.12,-9.13,0.17,0.41,0.38,0.55,1770556209229,1104939500210935,WALKING
3.23,-9.0199995,0.65999997,0.25,0.26999998,0.69,1770556209259,1104939530116819,WALKING
2.72,-9.19,0.79999995,0.17,-0.01,0.7,1770556209299,1104939570435414,WALKING
